[2026-06-03T16:44:24.891Z] GET https://www.launchgallery.video/ → pending (?ms, ?B)
[2026-06-03T16:44:30.735Z] GET https://platform.twitter.com/embed/embed.781.9426aa327bd715a3403f.js → 200 (34ms, 9821B)
[2026-06-03T16:44:30.735Z] GET https://platform.twitter.com/embed/embed.9935.0a06559f8ea08705e4ac.js → 200 (34ms, 67915B)
[2026-06-03T16:44:30.735Z] GET https://platform.twitter.com/embed/embed.5234.de598ecb99dd0f2cbdd5.js → 200 (35ms, 38154B)
[2026-06-03T16:44:30.735Z] GET https://platform.twitter.com/embed/embed.8941.eb3528bd7a35a517bc8e.js → 200 (34ms, 12860B)
[2026-06-03T16:44:30.735Z] GET https://platform.twitter.com/embed/embed.5332.340f0930f4dd862af95f.js → 200 (35ms, 156252B)
[2026-06-03T16:44:30.735Z] GET https://platform.twitter.com/embed/embed.ondemand.TweetVideo.4d658735b98b45a6a0f2.js → 200 (34ms, 11656B)
[2026-06-03T16:44:30.735Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505070733%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22results%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-1%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222057847644966547920%22%5D%2C%22item_details%22%3A%7B%222057847644966547920%22%3A%7B%22item_type%22%3A0%7D%7D%7D → 200 (126ms, 43B)
[2026-06-03T16:44:30.741Z] GET https://platform.twitter.com/embed/embed.781.9426aa327bd715a3403f.js → 200 (28ms, 9821B)
[2026-06-03T16:44:30.741Z] GET https://platform.twitter.com/embed/embed.9935.0a06559f8ea08705e4ac.js → 200 (27ms, 67915B)
[2026-06-03T16:44:30.741Z] GET https://platform.twitter.com/embed/embed.5234.de598ecb99dd0f2cbdd5.js → 200 (28ms, 38154B)
[2026-06-03T16:44:30.741Z] GET https://platform.twitter.com/embed/embed.8941.eb3528bd7a35a517bc8e.js → 200 (28ms, 12860B)
[2026-06-03T16:44:30.741Z] GET https://platform.twitter.com/embed/embed.5332.340f0930f4dd862af95f.js → 200 (29ms, 156252B)
[2026-06-03T16:44:30.741Z] GET https://platform.twitter.com/embed/embed.ondemand.TweetVideo.4d658735b98b45a6a0f2.js → 200 (28ms, 11656B)
[2026-06-03T16:44:30.741Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505070740%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22results%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-2%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222056394244596641931%22%5D%2C%22item_details%22%3A%7B%222056394244596641931%22%3A%7B%22item_type%22%3A0%7D%7D%7D → 200 (120ms, 43B)
[2026-06-03T16:44:30.746Z] GET https://subscribe-forms.beehiiv.com/cdn-cgi/challenge-platform/scripts/jsd/main.js → 302 (27ms, ?B)
[2026-06-03T16:44:30.747Z] GET https://www.launchgallery.video/video/polsia-polsia-raises-30m-at-250m-valuation-run-autonomously-by-one-founder-ai/?_rsc=TkMl70WaX006jBnX → 200 (100ms, 13655B)
[2026-06-03T16:44:30.750Z] GET https://platform.twitter.com/embed/embed.781.9426aa327bd715a3403f.js → 200 (18ms, 9821B)
[2026-06-03T16:44:30.750Z] GET https://platform.twitter.com/embed/embed.9935.0a06559f8ea08705e4ac.js → 200 (18ms, 67915B)
[2026-06-03T16:44:30.750Z] GET https://platform.twitter.com/embed/embed.5234.de598ecb99dd0f2cbdd5.js → 200 (19ms, 38154B)
[2026-06-03T16:44:30.750Z] GET https://platform.twitter.com/embed/embed.8941.eb3528bd7a35a517bc8e.js → 200 (18ms, 12860B)
[2026-06-03T16:44:30.750Z] GET https://platform.twitter.com/embed/embed.5332.340f0930f4dd862af95f.js → 200 (20ms, 156252B)
[2026-06-03T16:44:30.750Z] GET https://platform.twitter.com/embed/embed.ondemand.TweetVideo.4d658735b98b45a6a0f2.js → 200 (18ms, 11656B)
[2026-06-03T16:44:30.750Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505070749%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22results%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222058925304115286299%22%5D%2C%22item_details%22%3A%7B%222058925304115286299%22%3A%7B%22item_type%22%3A0%7D%7D%7D → 200 (111ms, 43B)
[2026-06-03T16:44:30.774Z] GET https://subscribe-forms.beehiiv.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/8fc8ed1d8752/main.js? → 200 (75ms, 22540B)
[2026-06-03T16:44:30.776Z] GET https://fonts.googleapis.com/css?family=PT+Serif:400,700,400italic,700italic → 200 (143ms, 5604B)
[2026-06-03T16:44:30.821Z] POST https://subscribe-forms.beehiiv.com/cdn-cgi/rum? → 204 (28ms, ?B)
[2026-06-03T16:44:30.834Z] GET https://platform.twitter.com/embed/embed.loaders.video.VideoPlayerDefaultUI.a9c250b7e18e52734ae4.js → 200 (85ms, 50488B)
[2026-06-03T16:44:30.834Z] GET https://pbs.twimg.com/amplify_video_thumb/2057847593024294912/img/7EFSaTS2IM2VI2OC.jpg → 200 (125ms, 132296B)
[2026-06-03T16:44:30.834Z] GET https://platform.twitter.com/embed/embed.loaders.video.PlayerHls1.5.6b354f03e70e1c9e8314.js → 200 (92ms, 412301B)
[2026-06-03T16:44:30.845Z] GET https://platform.twitter.com/embed/embed.loaders.video.VideoPlayerDefaultUI.a9c250b7e18e52734ae4.js → 200 (74ms, 50488B)
[2026-06-03T16:44:30.845Z] GET https://pbs.twimg.com/amplify_video_thumb/2058924808335949824/img/qr9wD-Kh7VH6PHFg.jpg → 200 (78ms, 71292B)
[2026-06-03T16:44:30.845Z] GET https://platform.twitter.com/embed/embed.loaders.video.PlayerHls1.5.6b354f03e70e1c9e8314.js → 200 (79ms, 412301B)
[2026-06-03T16:44:30.845Z] GET https://platform.twitter.com/embed/embed.loaders.video.VideoPlayerDefaultUI.a9c250b7e18e52734ae4.js → 200 (74ms, 50488B)
[2026-06-03T16:44:30.845Z] GET https://pbs.twimg.com/amplify_video_thumb/2056383937941794816/img/DPrARvZfk_M833EZ.jpg → 200 (74ms, 107025B)
[2026-06-03T16:44:30.845Z] GET https://platform.twitter.com/embed/embed.loaders.video.PlayerHls1.5.6b354f03e70e1c9e8314.js → 200 (78ms, 412301B)
[2026-06-03T16:44:30.850Z] GET https://www.launchgallery.video/tag/yc/?_rsc=r2bT6Jp7JQRqnGJZ → 200 (76ms, ?B)
[2026-06-03T16:44:30.918Z] POST https://subscribe-forms.beehiiv.com/cdn-cgi/challenge-platform/h/g/jsd/oneshot/8fc8ed1d8752/0.3217233582249942:1780502424:2u7zIkwBOVmBF4DcKqei8q4MeLjxgz70ifDCROSwPQg/a06029afb81dccc4 → 200 (70ms, ?B)
[2026-06-03T16:44:30.923Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRSQgYoZZY2vCFuvAnt66qSVyvVp8NA.woff2 → 200 (85ms, 13540B)
[2026-06-03T16:44:30.923Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRVQgYoZZY2vCFuvAFWzr-_dSb_.woff2 → 200 (89ms, 13400B)
[2026-06-03T16:44:30.959Z] GET https://video.twimg.com/amplify_video/2057847593024294912/pl/mWdwfuRz3j7DerFB.m3u8 → 200 (160ms, 1336B)
[2026-06-03T16:44:30.962Z] GET https://video.twimg.com/amplify_video/2056383937941794816/pl/mBOIU1fSOT9oEC_z.m3u8?v=c70 → 200 (201ms, 1626B)
[2026-06-03T16:44:30.975Z] GET https://video.twimg.com/amplify_video/2058924808335949824/pl/EoCtD-US8zLG9qHj.m3u8?v=4d6 → 200 (205ms, 1333B)
[2026-06-03T16:44:30.978Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRTQgYoZZY2vCFuvAFT_r21cgT9rcs.woff2 → 200 (40ms, 14236B)
[2026-06-03T16:44:30.978Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRQQgYoZZY2vCFuvAFT9gaQZynfoOFC-I0.woff2 → 200 (30ms, 14152B)
[2026-06-03T16:44:31.025Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505071025%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22FCP%22%2C%22component%22%3A%22performance%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222058925304115286299%22%5D%2C%22item_details%22%3A%7B%222058925304115286299%22%3A%7B%22item_type%22%3A0%7D%7D%2C%22duration_ms%22%3A888%7D → 200 (62ms, 43B)
[2026-06-03T16:44:31.025Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505071025%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22FCP%22%2C%22component%22%3A%22performance%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-1%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222057847644966547920%22%5D%2C%22item_details%22%3A%7B%222057847644966547920%22%3A%7B%22item_type%22%3A0%7D%7D%2C%22duration_ms%22%3A888%7D → 200 (62ms, 43B)
[2026-06-03T16:44:31.025Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505071025%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22FCP%22%2C%22component%22%3A%22performance%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-2%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222056394244596641931%22%5D%2C%22item_details%22%3A%7B%222056394244596641931%22%3A%7B%22item_type%22%3A0%7D%7D%2C%22duration_ms%22%3A888%7D → 200 (62ms, 43B)
[2026-06-03T16:44:31.088Z] GET https://www.launchgallery.video/_next/static/chunks/0j.-ub__gnlz7.js → 200 (70ms, 9641B)
[2026-06-03T16:44:31.088Z] GET https://www.launchgallery.video/tag/crypto/?_rsc=h21yKoUGnirhXKBp → 200 (70ms, ?B)
[2026-06-03T16:44:31.119Z] GET https://video.twimg.com/amplify_video/2057847593024294912/pl/avc1/480x270/jDlUPQEvOih4xMrJ.m3u8 → 200 (83ms, 2997B)
[2026-06-03T16:44:31.119Z] GET https://video.twimg.com/amplify_video/2057847593024294912/pl/mp4a/32000/O-ioBmK0-jxtX8Vx.m3u8 → 200 (74ms, 2939B)
[2026-06-03T16:44:31.163Z] GET https://video.twimg.com/amplify_video/2056383937941794816/pl/avc1/360x270/72tohxYnKNmDXvPF.m3u8 → 200 (106ms, 3097B)
[2026-06-03T16:44:31.163Z] GET https://video.twimg.com/amplify_video/2056383937941794816/pl/mp4a/32000/vBPtO9i8r4yvTn1e.m3u8 → 200 (57ms, 3135B)
[2026-06-03T16:44:31.180Z] GET https://video.twimg.com/amplify_video/2058924808335949824/pl/avc1/360x270/-CPICgVaypvJZTFY.m3u8 → pending (?ms, ?B)
[2026-06-03T16:44:31.180Z] GET https://video.twimg.com/amplify_video/2058924808335949824/pl/mp4a/32000/75c_UurELS_J1Wv9.m3u8 → pending (?ms, ?B)
[2026-06-03T16:44:31.210Z] GET https://video.twimg.com/amplify_video/2057847593024294912/vid/avc1/0/3000/480x270/cfT3lHL6X79Kn-Bm.m4s → pending (?ms, ?B)
[2026-06-03T16:44:31.210Z] GET https://video.twimg.com/amplify_video/2057847593024294912/aud/mp4a/0/0/32000/22_19vfIi26fQk-6.mp4 → 200 (86ms, 786B)
[2026-06-03T16:44:31.272Z] GET https://video.twimg.com/amplify_video/2056383937941794816/vid/avc1/0/3000/360x270/5S_B0PqPCAgpUKdY.m4s → 200 (14ms, 15378B)
[2026-06-03T16:44:31.272Z] GET https://video.twimg.com/amplify_video/2056383937941794816/aud/mp4a/0/0/32000/oCeqWZ_Ak1riPrYt.mp4 → 200 (57ms, 786B)
[2026-06-03T16:44:31.300Z] GET https://video.twimg.com/amplify_video/2057847593024294912/aud/mp4a/0/3000/32000/CICHyBewI1l_Lci6.m4s → pending (?ms, ?B)
[2026-06-03T16:44:31.329Z] GET https://video.twimg.com/amplify_video/2056383937941794816/aud/mp4a/0/3000/32000/UZU9yW235zenSee4.m4s → pending (?ms, ?B)
[2026-06-03T16:44:31.364Z] GET https://video.twimg.com/amplify_video/2056383937941794816/pl/mp4a/64000/g83JCcXYXlTUQ6Ga.m3u8 → 200 (76ms, 3135B)
[2026-06-03T16:44:31.364Z] GET https://video.twimg.com/amplify_video/2056383937941794816/pl/avc1/480x360/u3-A8PNV5RU01RF9.m3u8 → 200 (170ms, 3097B)
[2026-06-03T16:44:31.439Z] GET https://video.twimg.com/amplify_video/2058924808335949824/vid/avc1/0/3000/360x270/mnZkk63gt_q4PJ-0.m4s → 200 (180ms, 64353B)
[2026-06-03T16:44:31.439Z] GET https://video.twimg.com/amplify_video/2058924808335949824/aud/mp4a/0/0/32000/dpAp1vqnXEuAVs0K.mp4 → 200 (65ms, 786B)
[2026-06-03T16:44:31.449Z] GET https://video.twimg.com/amplify_video/2056383937941794816/aud/mp4a/0/0/64000/x07s-UWDh2Kyte0M.mp4 → 200 (68ms, 786B)
[2026-06-03T16:44:31.517Z] GET https://video.twimg.com/amplify_video/2058924808335949824/aud/mp4a/0/3000/32000/gFkooqigQzw-ngbe.m4s → 200 (159ms, 13200B)
[2026-06-03T16:44:31.517Z] GET https://video.twimg.com/amplify_video/2056383937941794816/aud/mp4a/3000/6000/64000/mz-mwYHxqwErMm0T.m4s → 200 (243ms, 24438B)
[2026-06-03T16:44:31.535Z] GET https://video.twimg.com/amplify_video/2056383937941794816/vid/avc1/0/0/480x360/CifQ6vfM9Y_XJQ5F.mp4 → 200 (73ms, 898B)
[2026-06-03T16:44:31.553Z] POST https://collector-pxebumdlwe.px-cloud.net/api/v2/collector → 200 (65ms, 1392B)
[2026-06-03T16:44:31.573Z] GET https://www.launchgallery.video/tag/fintech/?_rsc=mu0IdwHDdwP6-nrw → 200 (71ms, ?B)
[2026-06-03T16:44:31.608Z] GET https://video.twimg.com/amplify_video/2056383937941794816/vid/avc1/0/3000/480x360/4hnbXEXmcOb7pKmh.m4s → 200 (249ms, 42240B)
[2026-06-03T16:44:31.618Z] GET https://video.twimg.com/amplify_video/2057847593024294912/vid/avc1/0/0/480x270/ucmYVeBnaiocEQJl.mp4 → 200 (196ms, 898B)
[2026-06-03T16:44:31.780Z] GET https://video.twimg.com/amplify_video/2058924808335949824/pl/mp4a/64000/kJ5aaBl38gh4YjLJ.m3u8 → 200 (62ms, 2155B)
[2026-06-03T16:44:31.780Z] GET https://video.twimg.com/amplify_video/2058924808335949824/pl/avc1/480x360/1vv5HiNfllwcbL7H.m3u8 → 200 (147ms, 2197B)
[2026-06-03T16:44:31.788Z] GET https://www.launchgallery.video/video/totalis-totalis-parlay-on-anything-across-politics-crypto-stocks-more/?_rsc=7h4NYy5eoyMcNlUN → 200 (56ms, 4403B)
[2026-06-03T16:44:31.845Z] GET https://www.launchgallery.video/video/totalis-totalis-parlay-on-anything-across-politics-crypto-stocks-more/?_rsc=t8AoS97KtvzUoL2M → 200 (50ms, 1773B)
[2026-06-03T16:44:31.855Z] GET https://video.twimg.com/amplify_video/2058924808335949824/aud/mp4a/0/0/64000/yDRrIqUnQ4aide3B.mp4 → 200 (163ms, 786B)
[2026-06-03T16:44:31.895Z] GET https://www.launchgallery.video/video/totalis-totalis-parlay-on-anything-across-politics-crypto-stocks-more/?_rsc=TkMl70WaX006jBnX → 200 (50ms, 14140B)
[2026-06-03T16:44:31.920Z] GET https://video.twimg.com/amplify_video/2057847593024294912/vid/avc1/0/3000/480x270/cfT3lHL6X79Kn-Bm.m4s → 200 (7ms, 84810B)
[2026-06-03T16:44:31.930Z] GET https://video.twimg.com/amplify_video/2057847593024294912/vid/avc1/3000/6000/480x270/39zw0p5JLNDLi3-q.m4s → 200 (234ms, 64268B)
[2026-06-03T16:44:31.931Z] GET https://video.twimg.com/amplify_video/2057847593024294912/aud/mp4a/3000/6000/32000/ROwj29wAfFvhmfxU.m4s → 200 (175ms, 12600B)
[2026-06-03T16:44:31.936Z] GET https://video.twimg.com/amplify_video/2058924808335949824/vid/avc1/0/0/480x360/EC1Ka4rulnoFcjJ9.mp4 → 200 (148ms, 898B)
[2026-06-03T16:44:31.951Z] GET https://video.twimg.com/amplify_video/2056383937941794816/vid/avc1/3000/6000/480x360/Z3D-dZZHmvmHrldh.m4s → 200 (247ms, 34144B)
[2026-06-03T16:44:31.951Z] GET https://video.twimg.com/amplify_video/2056383937941794816/aud/mp4a/0/3000/64000/HeUIkpnejl0fG8kb.m4s → 200 (91ms, 25703B)
[2026-06-03T16:44:32.032Z] GET https://video.twimg.com/amplify_video/2058924808335949824/aud/mp4a/3000/6000/64000/H8xndEXSltVZrxbQ.m4s → 200 (240ms, 24554B)
[2026-06-03T16:44:32.047Z] GET https://video.twimg.com/amplify_video/2056383937941794816/aud/mp4a/6000/9000/64000/AVab0zPjJd7Gu2AI.m4s → 200 (232ms, 24761B)
[2026-06-03T16:44:32.097Z] GET https://video.twimg.com/amplify_video/2058924808335949824/vid/avc1/0/3000/480x360/hizUqDhM_mIL8tKj.m4s → 200 (209ms, ?B)
[2026-06-03T16:44:32.110Z] GET https://video.twimg.com/amplify_video/2057847593024294912/aud/mp4a/6000/9000/32000/KhJHM-j6yP1cNtT0.m4s → 200 (194ms, 12749B)
[2026-06-03T16:44:32.215Z] GET https://video.twimg.com/amplify_video/2056383937941794816/vid/avc1/6000/9000/480x360/N5HdgYoWTHSWGJUd.m4s → pending (?ms, ?B)
[2026-06-03T16:44:32.252Z] GET https://video.twimg.com/amplify_video/2057847593024294912/vid/avc1/6000/9000/480x270/rgMDCCsZz82b5Zo8.m4s → pending (?ms, ?B)
[2026-06-03T16:44:32.437Z] GET https://video.twimg.com/amplify_video/2058924808335949824/aud/mp4a/6000/9000/64000/Tl3yo7c_sG1xEnBe.m4s → 200 (116ms, 24677B)
[2026-06-03T16:44:32.437Z] GET https://video.twimg.com/amplify_video/2058924808335949824/vid/avc1/3000/6000/480x360/62gHndW0a07nn8ot.m4s → 200 (295ms, 132823B)
[2026-06-03T16:44:32.517Z] GET https://video.twimg.com/amplify_video/2056383937941794816/vid/avc1/9000/12000/480x360/N1Ogr_pH1RgsIrS1.m4s → 200 (225ms, 80171B)
[2026-06-03T16:44:32.564Z] GET https://video.twimg.com/amplify_video/2056383937941794816/aud/mp4a/9000/12000/64000/NloEjYx2YaKYOVyn.m4s → 200 (207ms, 24816B)
[2026-06-03T16:44:32.566Z] GET https://video.twimg.com/amplify_video/2058924808335949824/aud/mp4a/0/3000/64000/eXAD2SL66U1XILrz.m4s → 200 (256ms, 25701B)
[2026-06-03T16:44:32.821Z] GET https://video.twimg.com/amplify_video/2056383937941794816/vid/avc1/12000/15000/480x360/huoqZIKj6lKoTaFP.m4s → 200 (215ms, 193138B)
[2026-06-03T16:44:32.897Z] GET https://video.twimg.com/amplify_video/2058924808335949824/vid/avc1/6000/9000/480x360/i-fn_nPrNqH8ieng.m4s → 200 (87ms, 158674B)
[2026-06-03T16:44:33.025Z] GET https://video.twimg.com/amplify_video/2058924808335949824/vid/avc1/9000/12000/480x360/WCqmBTnhygRJZDNB.m4s → 200 (226ms, 75507B)
[2026-06-03T16:44:49.929Z] GET https://subscribe-forms.beehiiv.com/v3/forms/29f956e0-7465-4d3e-a241-5d0037ec11f0?referrer=https%253A%252F%252Fwww.launchgallery.video%252F → 200 (118ms, 11733B)
[2026-06-03T16:44:50.052Z] GET https://subscribe-forms.beehiiv.com/assets/application-bd6c2568.css → 200 (1ms, 21847B)
[2026-06-03T16:44:50.053Z] GET https://subscribe-forms.beehiiv.com/assets/application-921ebbda.js → 200 (?ms, 170B)
[2026-06-03T16:44:50.054Z] GET https://ga.jspm.io/npm:rails-ujs@5.2.8-1/lib/assets/compiled/rails-ujs.js → 200 (?ms, 13802B)
[2026-06-03T16:44:50.054Z] GET https://subscribe-forms.beehiiv.com/assets/stimulus.min-4b1e420e.js → 200 (?ms, 45657B)
[2026-06-03T16:44:50.054Z] GET https://subscribe-forms.beehiiv.com/assets/stimulus-loading-1fc53fe7.js → 200 (?ms, 3315B)
[2026-06-03T16:44:50.054Z] GET https://subscribe-forms.beehiiv.com/assets/flatpickr-bc43d5e1.js → 200 (1ms, 56602B)
[2026-06-03T16:44:50.055Z] GET https://subscribe-forms.beehiiv.com/assets/stimulus-flatpickr-e6ced17f.js → 200 (?ms, 12845B)
[2026-06-03T16:44:50.055Z] GET https://subscribe-forms.beehiiv.com/assets/idiomorph-ed0e433a.js → 200 (?ms, 9467B)
[2026-06-03T16:44:50.055Z] GET https://subscribe-forms.beehiiv.com/assets/webfontloader-0ac16cf4.js → 200 (?ms, 13148B)
[2026-06-03T16:44:50.055Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/application-3affb389.js → 200 (?ms, 218B)
[2026-06-03T16:44:50.056Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/date_controller-f89b0441.js → 200 (?ms, 1531B)
[2026-06-03T16:44:50.056Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/font_loader_controller-f37a8614.js → 200 (?ms, 371B)
[2026-06-03T16:44:50.056Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/human_cookie_controller-82d3e2a4.js → 200 (?ms, 746B)
[2026-06-03T16:44:50.056Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/index-ba7333b9.js → 200 (?ms, 361B)
[2026-06-03T16:44:50.056Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/messages_controller-ed59d7c6.js → 200 (1ms, 6792B)
[2026-06-03T16:44:50.057Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/placeholder_controller-61a7152a.js → 200 (?ms, 409B)
[2026-06-03T16:44:50.057Z] GET https://client.px-cloud.net/PXeBumDLwe/main.min.js → 200 (?ms, 233537B)
[2026-06-03T16:44:50.057Z] GET https://static.cloudflareinsights.com/beacon.min.js/v833ccba57c9e4d2798f2e76cebdd09a11778172276447 → 200 (?ms, 33228B)
[2026-06-03T16:44:50.057Z] GET https://www.googletagmanager.com/gtm.js?id=GTM-WJXL7FH → 200 (?ms, 334877B)
[2026-06-03T16:44:50.068Z] GET https://tzm.px-cloud.net/ns?c=89a53100-5f6b-11f1-ab91-6d40726e8ffd → 200 (29ms, 176B)
[2026-06-03T16:44:50.073Z] POST https://collector-pxebumdlwe.px-cloud.net/api/v2/collector → 200 (130ms, 1852B)
[2026-06-03T16:44:50.086Z] POST https://subscribe-forms.beehiiv.com/cdn-cgi/rum? → 204 (19ms, ?B)
[2026-06-03T16:44:50.087Z] GET https://fonts.googleapis.com/css?family=PT+Serif:400,700,400italic,700italic → 200 (?ms, 5604B)
[2026-06-03T16:44:50.090Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRTQgYoZZY2vCFuvAFT_r21cgT9rcs.woff2 → 200 (?ms, ?B)
